Author#hide,publication_date#info,ID#info,title#info,keywords_thematic#multi,Keyword: Geologic Time Tier 1#multi,Keyword: Geologic Time Tier 2#multi,Keyword: Discipline Tier 1#multi,Keyword: Discipline Tier 2 Human#multi,Keyword: Discipline Tier 2 Scraped#multi,resource_url#link,DataType,resource_type#multi,description#info,Services#multi,originator_contact_org_name#info,originator_contact_email#info,Comments#info,Software >Language#info,Software >Operating System#info,Software >Version#info,Software> Licence#info,REPOSITORIES#info,originator_contact_city#info,originator_contact_state#info,originator_contact_zip#info,Repository >Mailing_Address >Country#info,Repository >Physical_Address >Street#info,Repository >Physical_Address >City/Town#info,Repository >Physical_Address >State/Province#info,Repository >Physical_Address >Zip#info,Repository >Physical_Address >Country#info,Repository >Collection Type,Repository >Curator#info,Databases >Endpoint API#info,Databases >Last Update Date#info,Databases >Funding Organization#info,#name,#img,#href
Kaleb,,c4p/nsf-gov/0001053,nonan1,"core, climate, atmospheric, source, models, well, global, rings, analysis, chronology, application, applications, Matlab, correlation, cores, model, Fourier, ring, change",,,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology","Hydrology, statistical, atmospheric, analysis, data, Statistical, Atmospheric, Data, metadata",http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#nonan1,,software,"Software that finds longest continuous block of a time series matrix without missing data.  Code written in MatLab for another script, may require necessary call name substitution.",,Dave M. Meko,,,Matlab,,1,,,,,,,,,,,,,,,,,nonan1,software.png,http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#nonan1
Kaleb,,c4p/nsf-gov/0001054,rwchng,"core, climate, atmospheric, source, models, well, global, rings, analysis, chronology, application, applications, Matlab, correlation, cores, model, Fourier, ring, change",,,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology","Hydrology, statistical, atmospheric, analysis, data, Statistical, Atmospheric, Data, metadata",http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#rwchng,,software,"Software that finds scaled values or first-difference of a time series. Code written in MatLab for another script, may require necessary call name substitution.",,Dave M. Meko,,,Matlab,,,,,,,,,,,,,,,,,,,rwchng,software.png,http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#rwchng
Kaleb,,c4p/nsf-gov/0001055,sov2tsm3,"core, climate, atmospheric, source, models, well, global, rings, analysis, chronology, application, applications, Matlab, correlation, cores, model, Fourier, ring, change",,,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology","Hydrology, statistical, atmospheric, analysis, data, Statistical, Atmospheric, Data, metadata",http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#sov2tsm3,,software,"Software that converts strung-out-vector to time series matrix. Code written in MatLab for another script, may require necessary call name substitution.",,Dave M. Meko,,,Matlab,,2.3,,,,,,,,,,,,,,,,,sov2tsm3,software.png,http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#sov2tsm3
Kaleb,,c4p/nsf-gov/0001056,suplabel,"core, climate, atmospheric, source, models, well, global, rings, analysis, chronology, application, applications, Matlab, correlation, cores, model, Fourier, ring, change",,,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology","Hydrology, statistical, atmospheric, analysis, data, Statistical, Atmospheric, Data, metadata",http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#suplabel,,software,"Software that places text as a title, xlabel, or ylabel on a group of subplots. Code written in MatLab for another script, may require necessary call name substitution.",,Dave M. Meko,,,Matlab,,,,,,,,,,,,,,,,,,,suplabel,software.png,http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#suplabel
Kaleb,,c4p/nsf-gov/0001057,textcorn,"core, climate, atmospheric, source, models, well, global, rings, analysis, chronology, application, applications, Matlab, correlation, cores, model, Fourier, ring, change",,,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology","Hydrology, statistical, atmospheric, analysis, data, Statistical, Atmospheric, Data, metadata",http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#textcorn,,software,"Software that adds annotation text to any corner of a figure. Code written in MatLab for another script, may require necessary call name substitution.",,Dave M. Meko,,,Matlab,,,,,,,,,,,,,,,,,,,textcorn,software.png,http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#textcorn
Kaleb,,c4p/nsf-gov/0001058,trailnan,"core, climate, atmospheric, source, models, well, global, rings, analysis, chronology, application, applications, Matlab, correlation, cores, model, Fourier, ring, change",,,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology","Hydrology, statistical, atmospheric, analysis, data, Statistical, Atmospheric, Data, metadata",http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#trailnan,,software,"Software that removes any trailing NaN from a time series. Code written in MatLab for another script, may require necessary call name substitution.",,Dave M. Meko,,,Matlab,,,,,,,,,,,,,,,,,,,trailnan,software.png,http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#trailnan
Kaleb,,c4p/nsf-gov/0001059,trimnan,"core, climate, atmospheric, source, models, well, global, rings, analysis, chronology, application, applications, Matlab, correlation, cores, model, Fourier, ring, change",,,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology","Hydrology, statistical, atmospheric, analysis, data, Statistical, Atmospheric, Data, metadata",http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#trimnan,,software,"Software that removes any trailing NaN from a time series. Code written in MatLab for another script, may require necessary call name substitution.",,Dave M. Meko,,,Matlab,,,,,,,,,,,,,,,,,,,trimnan,software.png,http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#trimnan
Kaleb,,c4p/nsf-gov/0001060,wtsbinom,"core, climate, atmospheric, source, models, well, global, rings, analysis, chronology, application, applications, Matlab, correlation, cores, model, Fourier, ring, change",,,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology","Hydrology, statistical, atmospheric, analysis, data, Statistical, Atmospheric, Data, metadata",http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#wtsbinom,,software,"Software that weights for binomial filter with specified frequency response. Code written in MatLab for another script, may require necessary call name substitution.",,Dave M. Meko,,,Matlab,,,,,,,,,,,,,,,,,,,wtsbinom,software.png,http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#wtsbinom
Kaleb,,c4p/nsf-gov/0001061,wtsgaus,"core, climate, atmospheric, source, models, well, global, rings, analysis, chronology, application, applications, Matlab, correlation, cores, model, Fourier, ring, change",,,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology","Hydrology, statistical, atmospheric, analysis, data, Statistical, Atmospheric, Data, metadata",http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#wtsgaus,,software,"Software that weights for Gaussian filter with specified frequency response. Code written in MatLab for another script, may require necessary call name substitution.",,Dave M. Meko,,,Matlab,,,,,,,,,,,,,,,,,,,wtsgaus,software.png,http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#wtsgaus
Kaleb,,c4p/nsf-gov/0001062,bootRes,"R, correlation",,,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology",data,https://github.com/cszang/bootRes,,software,"An R software package that allows for the calculation of bootstrapped response and correlation functions for use in dendroclimatology.  Code written in R for specific scripts, may require necessary call name substitution.",,Christian Zang,,,R,,,,,,,,,,,,,,,,,,,bootRes,software.png,https://github.com/cszang/bootRes
Kaleb,,c4p/nsf-gov/0001063,bcf.R,R,,,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology",,https://github.com/cszang/bootRes/blob/master/R/bcf.R,,software,"A software script for fixed indexing with a built-in significance test using singular value decompositions. Code written in R for specific scripts, may require necessary call name substitution.",,Christian Zang,,,R,,,,,,,,,,,,,,,,,,,bcf.R,software.png,https://github.com/cszang/bootRes/blob/master/R/bcf.R
Kaleb,,c4p/nsf-gov/0001064,brf.R,"R, correlation",,,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology",,https://github.com/cszang/bootRes/blob/master/R/brf.R,,software,"A software script for fixed indexing with a built-in significance test using eigenvectors. Code written in R for specific scripts, may require necessary call name substitution.",,Christian Zang,,,R,,,,,,,,,,,,,,,,,,,brf.R,software.png,https://github.com/cszang/bootRes/blob/master/R/brf.R
Kaleb,,c4p/nsf-gov/0001065,climdispatch.R,"climate, R",,,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology",data,https://github.com/cszang/bootRes/blob/master/R/climdispatch.R,,software,"Software that takes the raw climate data as an argument and checks for formatting: a- 4 column style as originally supported, b- dendroclimatological style, and c- a list of b. Code written in R for another script, may require necessary call name substitution.",,Christian Zang,,,R,,,,,,,,,,,,,,,,,,,climdispatch.R,software.png,https://github.com/cszang/bootRes/blob/master/R/climdispatch.R
Kaleb,,c4p/nsf-gov/0001082,dcc.R,"climate, R, correlation",,,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology",data,https://github.com/cszang/bootRes/blob/master/R/dcc.R,,software,"A software script for running a fixed significance test, if zero is included in the dataset. Code written in R for another script, may require necessary call name substitution.",,Christian Zang,,,R,,,,,,,,,,,,,,,,,,,dcc.R,software.png,https://github.com/cszang/bootRes/blob/master/R/dcc.R
Kaleb,,c4p/nsf-gov/0001083,dcplot.R,R,,,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology",,https://github.com/cszang/bootRes/blob/master/R/dcplot.R,,software,"Software script that generates names of months, their representative axis labels, and variable distinctions (horizontal view). Code written in R for another script, may require necessary call name substitution.",,Christian Zang,,,R,,,,,,,,,,,,,,,,,,,dcplot.R,software.png,https://github.com/cszang/bootRes/blob/master/R/dcplot.R
Kaleb,,c4p/nsf-gov/0001084,mdcc.R,"climate, R, correlation",,,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology",data,https://github.com/cszang/bootRes/blob/master/R/mdcc.R,,software,"A software program that returns significance flags for moving stats (if boot=TRUE). Code written in R for another script, may require necessary call name substitution.",,Christian Zang,,,R,,,,,,,,,,,,,,,,,,,mdcc.R,software.png,https://github.com/cszang/bootRes/blob/master/R/mdcc.R
Kaleb,,c4p/nsf-gov/0001085,mdcplot.R,R,,,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology",Statistical,https://github.com/cszang/bootRes/blob/master/R/mdcplot.R,,software,"Software program to check if x input is a single data.frams as returned by the old version of mdcc.R script (https://github.com/cszang/bootRes/blob/master/R/mdcc.R), or a list of data.frames as returned by the newer version (> 1.2.2). If the first is true, it only takes the coefficients. Code written in R for another script, may require necessary call name substitution.",,Christian Zang,,,R,,,,,,,,,,,,,,,,,,,mdcplot.R,software.png,https://github.com/cszang/bootRes/blob/master/R/mdcplot.R
Kaleb,,c4p/nsf-gov/0001086,nbcf.R,"R, correlation",,,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology",Statistical,https://github.com/cszang/bootRes/blob/master/R/nbcf.R,,software,"Software script for non-bootstrapped correlation function. Code written in R for another script, may require necessary call name substitution.",,Christian Zang,,,R,,,,,,,,,,,,,,,,,,,nbcf.R,software.png,https://github.com/cszang/bootRes/blob/master/R/nbcf.R
Kaleb,,c4p/nsf-gov/0001087,nbrf.R,"R, correlation",,,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology",Statistical,https://github.com/cszang/bootRes/blob/master/R/nbrf.R,,software,"Software script that runs a non-bootstrapped version of brf.R fixed indexing (https://github.com/cszang/bootRes/blob/master/R/brf.R). Code written in R for another script, may require necessary call name substitution.",,Christian Zang,,,R,,,,,,,,,,,,,,,,,,,nbrf.R,software.png,https://github.com/cszang/bootRes/blob/master/R/nbrf.R
Kaleb,,c4p/nsf-gov/0001088,pmat.R,R,,,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology",Statistical,https://github.com/cszang/bootRes/blob/master/R/pmat.R,,software,"A software script for whitespace/restructuring data. Code written in R for another script, may require necessary call name substitution.",,Christian Zang,,,R,,,,,,,,,,,,,,,,,,,pmat.R,software.png,https://github.com/cszang/bootRes/blob/master/R/pmat.R
Kaleb,,c4p/nsf-gov/0001089,RegEM- Schneider,"climate, Matlab",,,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology","data, Analysis",http://www.clidyn.ethz.ch/imputation/index.html,,software,"A MatLab software script package for the estimation of mean values and covariance matrices from incomplete datasets, and the imputation of missing values in incomplete datasets. The modules impliment the regularized EM algorithm described in T. Schneider, 2001: Analysis of incomplete climate data: Estimation of mean values and covariance matrices and imputation of missing values. Journal of Climate, 14, 853-871.   Code written in MatLab for specific scripts, may require necessary call name substitution. Copy the full package into MatLab, and unpackage by coding: gunzip imputation.tar.gz
 tar -xvf imputation.tar.",,Tapio Schneider,,,Matlab,,,,,,,,,,,,,,,,,,,RegEM- Schneider,software.png,http://www.clidyn.ethz.ch/imputation/index.html
Kaleb,,c4p/nsf-gov/0001090,Arfit,"models, model, well, Matlab, diagnostic",,,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology",,http://www.clidyn.ethz.ch/arfit/index.html,,software,"A MatLab software script package for estimating parameters of multivariate autoregressive (AR) models, diagnostic checking of fitted AR models, and analyzing eigenmodes of fitted AR models. Code written in MatLab for specific package, may require necessary call name substitution.",,Tapio Schneider,,,Matlab,,,,,,,,,,,,,,,,,,,Arfit,software.png,http://www.clidyn.ethz.ch/arfit/index.html
